Artist Name, Track Name, Year, Genre, Link
Horace Silver, Filthy McNasty, 1961, Jazz, https://www.youtube.com/watch?v=X3s6Vua5c6U
Ohio Players, Fire, 1974, Funk, https://www.youtube.com/watch?v=1xqMY8UAGgg
Lee Morgan, Gary's Notebook, 1968, Jazz, https://www.youtube.com/watch?v=F2jCyTR1nOk
Ohio Players, Sweet Sticky Thing, 1975, Funk, https://www.youtube.com/watch?v=XVCKwjEuOY8
Freddie Hubbard, Straight Life, 1970, Jazz, https://www.youtube.com/watch?v=a4xwNHUyz1Q
Parliament, Flashlight, 1977, Funk, https://www.youtube.com/watch?v=bWurqD68u70
Freddie Hubbard, Povo, 1972, Jazz, https://www.youtube.com/watch?v=91utPXs3SWw
Parliament, Give Up the Funk (Tear the Roof off the Sucker), 1976, Funk, https://www.youtube.com/watch?v=od-5gCO_PGE
Grant Green, Maybe Tomorrow, 1970, Jazz, https://www.youtube.com/watch?v=T-iZF2LyxIs
Parliament, Mothership Connection, 1975, Funk, https://www.youtube.com/watch?v=ihzjHEWflw0
Lou Donaldson, The Masquerade Is Over, 1967, Jazz, https://www.youtube.com/watch?v=52jXMH3RZ4A
Parliament, P-Funk (Wants to Get Funked Up), 1975, Funk, https://www.youtube.com/watch?v=ZyJzylk8d_M
Hank Crawford, Misty, 1966, Jazz, https://www.youtube.com/watch?v=MNLIl2yEfro
Parliament, Chocolate City, 1975, Funk, https://www.youtube.com/watch?v=DZaVA3NS7zE
Stanley Turrentine, I Wanted to Say, 1969, Jazz, https://www.youtube.com/watch?v=eHlHqn_5C7g
Johnny Hammond, Higher Ground, 1974, Jazz, https://www.youtube.com/watch?v=eT02cVrATQ8
Parliament, Night of the Thumpasorus Peoples, 1975, Funk, https://www.youtube.com/watch?v=HCT4_zPrE2g
Bobbi Humphrey, Latino, 1974, Jazz, https://www.youtube.com/watch?v=dOuecbbA7mw
Funkadelic, (Not Just) Knee Deep, 1979, Funk, https://www.youtube.com/watch?v=_20BvG3H6DY
Weldon Irvine, Peace and Love Is the Message, 1975, Jazz, https://www.youtube.com/watch?v=AbsZC257JP8
Funkadelic, One Nation Under a Groove, 1978, Funk, https://www.youtube.com/watch?v=3WOZwwRH6XU
Norman Connors, Bubbles, 1975, Jazz, https://www.youtube.com/watch?v=ydFcWPnajx8
Funkadelic, Maggot Brain, 1971, Funk, https://www.youtube.com/watch?v=JOKn33-q4Ao
Sade, Never as Good as the First Time, 1985, R&B, https://www.youtube.com/watch?v=UfzmVUrZplw
Funkadelic, Hit It and Quit It, 1971, Funk, https://www.youtube.com/watch?v=8wQBffjTt8c
Imagination, Body Talk, 1981, Boogie, https://www.youtube.com/watch?v=RZhWWHzibIE
Funkadelic, I'll Bet You, 1970, Funk, https://www.youtube.com/watch?v=BKCJcJRbgzE
Central Line, Don't Tell Me, 1982, Boogie, https://www.youtube.com/watch?v=pTMbcQhweSQ
Funkadelic, Can You Get to That, 1971, Funk, https://www.youtube.com/watch?v=yl3fIXaAXow
George Kranz, Din Daa Daa, 1983, Boogie, https://www.youtube.com/watch?v=9C_l450H5pQ
Junior, Too Late, 1982, Boogie, https://www.youtube.com/watch?v=lZseNG3dVGY
George Clinton, Atomic Dog, 1982, Funk, https://www.youtube.com/watch?v=LuyS9M8T03A
Five Star, Rain or Shine, 1986, Boogie, https://www.youtube.com/watch?v=cOXjoLf-bLw
Bootsy Collins, Stretchin' Out (In a Rubber Band), 1976, Funk, https://www.youtube.com/watch?v=2Sh9cezHNec
Atlantic Starr, Secret Lovers, 1985, R&B, https://www.youtube.com/watch?v=Oe2UXqFo0DY
Bootsy Collins, I'd Rather Be with You, 1976, Funk, https://www.youtube.com/watch?v=0tgYr03o3dE
Kashif, Help Yourself to My Love, 1983, R&B, https://www.youtube.com/watch?v=PTVE7oghjb8
Bootsy Collins, The Pinocchio Theory, 1977, Funk, https://www.youtube.com/watch?v=eY5gZdu9DJI
Peabo Bryson, I'm So Into You, 1978, Soul, https://www.youtube.com/watch?v=MRMXWnMZYNg
Bootsy's Rubber Band, Bootzilla, 1978, Funk, https://www.youtube.com/watch?v=husf6po76mU
Stephanie Mills, I Have Learned to Respect the Power of Love, 1983, Soul, https://www.youtube.com/watch?v=TCGPzyfhHy4
The J.B.'s, Doing It to Death, 1973, Funk, https://www.youtube.com/watch?v=NNw2F_LevVU
Lou Rawls, Lady Love, 1978, Soul, https://www.youtube.com/watch?v=-zLfOtZZ7n8
The J.B.'s, Pass the Peas, 1972, Funk, https://www.youtube.com/watch?v=mUkfiLjooxs
Teddy Pendergrass, I Don't Love You Anymore, 1977, Soul, https://www.youtube.com/watch?v=slwd7VXgjmg
The J.B.'s, The Grunt, 1970, Funk, https://www.youtube.com/watch?v=JmwcYRZUPYE
Harold Melvin & The Blue Notes, Bad Luck, 1975, Soul, https://www.youtube.com/watch?v=mykhgDJvp6g
Melvin Bliss, Synthetic Substitution, 1973, Funk, https://www.youtube.com/watch?v=K0T48Qwn4dA
The O'Jays, Ship Ahoy, 1973, Soul, https://www.youtube.com/watch?v=T1_QFjO8h48
The Skull Snaps, It's a New Day, 1973, Funk, https://www.youtube.com/watch?v=702z28oCd7Y
Billy Paul, Only the Strong Survive, 1977, Soul, https://www.youtube.com/watch?v=JqzMJKyASTg
The Honey Drippers, Impeach the President, 1973, Funk, https://www.youtube.com/watch?v=wqbEsS5kFb8
The Stylistics, I'm Stone in Love with You, 1972, Soul, https://www.youtube.com/watch?v=SuafRrDF0XQ
Baby Huey, Hard Times, 1971, Soul, https://www.youtube.com/watch?v=FFZ58rJiE4k
Blue Magic, Three Ring Circus, 1974, Soul, https://www.youtube.com/watch?v=QtJj0YepOXI
Baby Huey, Listen to Me, 1971, Soul, https://www.youtube.com/watch?v=ZRjSQVwD6Bw
The Dramatics, "Fall in Love, Lady Love", 1974, Soul, https://www.youtube.com/watch?v=m0PEadqNDKg
Idris Muhammad, Could Heaven Ever Be Like This, 1977, Soul, https://www.youtube.com/watch?v=0yiMY1OARQU
The Chi-Lites, A Lonely Man, 1972, Soul, https://www.youtube.com/watch?v=Rg7FQ8mJGow
Idris Muhammad, Turn This Mutha Out, 1977, Funk, https://www.youtube.com/watch?v=0ZPCXe9oNyo
The Spinners, Ghetto Child, 1973, Soul, https://www.youtube.com/watch?v=TsIAd4IiKBo
Roy Ayers, Everybody Loves the Sunshine, 1976, Soul, https://www.youtube.com/watch?v=nC9dQOnUyao
The Delfonics, Ready or Not Here I Come, 1968, Soul, https://www.youtube.com/watch?v=hE4bIrQP8-8
Roy Ayers, Running Away, 1977, Soul, https://www.youtube.com/watch?v=G2L4vri6vM4
The Impressions, Check Out Your Mind, 1970, Soul, https://www.youtube.com/watch?v=YiamtLrx1RU
Roy Ayers Ubiquity, Ain't Got Time, 1974, Soul, https://www.youtube.com/watch?v=nC9dQOnUyao
Curtis Mayfield, Beautiful Brother of Mine, 1971, Soul, https://www.youtube.com/watch?v=TvWfsTBIJzU
Lonnie Liston Smith, Expansions, 1975, Jazz, https://www.youtube.com/watch?v=z0XeKLaqkZs
Curtis Mayfield, Kung Fu, 1974, Funk, https://www.youtube.com/watch?v=1X3-DqUve08
Lonnie Liston Smith, A Garden of Peace, 1975, Jazz, https://www.youtube.com/watch?v=gVHCYIdbLg4
Isaac Hayes, Shaft (Dialogue), 1971, Soul, https://www.youtube.com/watch?v=ViGrDTGDsfs
Donald Byrd, Change (Makes You Want to Hustle), 1975, Jazz, https://www.youtube.com/watch?v=M1vDcSPs_6I
Marvin Gaye, God Is Love, 1971, Soul, https://www.youtube.com/watch?v=2OIOoTJwEVg
Donald Byrd, Wind Parade, 1975, Jazz, https://www.youtube.com/watch?v=QqYc2uBCNHM
Donald Byrd, Stepping into Tomorrow, 1975, Jazz, https://www.youtube.com/watch?v=dI3L5abglG4
Donald Byrd, Dominoes, 1971, Jazz, https://www.youtube.com/watch?v=voIprW-gxXk
Herbie Hancock, Watermelon Man, 1962, Jazz, https://www.youtube.com/watch?v=ppJQKfqhFfE
Herbie Hancock, Chameleon, 1973, Jazz, https://www.youtube.com/watch?v=rsJV13Biapg
Herbie Hancock, Maiden Voyage, 1965, Jazz, https://www.youtube.com/watch?v=EWC5x9G45yo
Herbie Hancock, Hang Up Your Hang Ups, 1975, Funk, https://www.youtube.com/watch?v=d7kRlufrZJo
Herbie Hancock, Tell Me a Bedtime Story, 1970, Jazz, https://www.youtube.com/watch?v=4S_wmc7EltA
Miles Davis, Spanish Key, 1970, Jazz, https://www.youtube.com/watch?v=ibanLlREjTk
Miles Davis, Right Off, 1971, Jazz, https://www.youtube.com/watch?v=3U_jem9q_mg
Miles Davis, Black Satin, 1972, Jazz, https://www.youtube.com/watch?v=0RF4CQhcr3E
Miles Davis, In a Silent Way, 1969, Jazz, https://www.youtube.com/watch?v=8bdBONxS-Es
Freddie Hubbard, Red Clay, 1970, Jazz, https://www.youtube.com/watch?v=D0BrQ0h9aPc
Freddie Hubbard, First Light, 1972, Jazz, https://www.youtube.com/watch?v=z762WJuEKt0
Freddie Hubbard, Sky Dive, 1972, Jazz, https://www.youtube.com/watch?v=G2zJnSOWS20
Freddie Hubbard, Little Sunflower, 1969, Jazz, https://www.youtube.com/watch?v=0ZBu0ARDGxs
Lee Morgan, The Sidewinder, 1963, Jazz, https://www.youtube.com/watch?v=qJi03NqXfk8
Lee Morgan, Ceora, 1965, Jazz, https://www.youtube.com/watch?v=uRjshy_n_yE
Grant Green, Sookie Sookie, 1970, Jazz, https://www.youtube.com/watch?v=tLfdtNoDD_A
Grant Green, Down Here on the Ground, 1969, Jazz, https://www.youtube.com/watch?v=DZA8YFXMx3w
Grant Green, Ain't It Funky Now, 1970, Jazz, https://www.youtube.com/watch?v=GLBTSrD42QY
Lou Donaldson, Alligator Bogaloo, 1967, Jazz, https://www.youtube.com/watch?v=OmVgqCdgy4A
Lou Donaldson, Pot Belly, 1970, Jazz, https://www.youtube.com/watch?v=x_TremJ881c
Bobby Hutcherson, Montara, 1975, Jazz, https://www.youtube.com/watch?v=2s02qPFXyDE
Weldon Irvine, Music Is the Key, 1977, Jazz, https://www.youtube.com/watch?v=GZAZLWXUluE
Ahmad Jamal, The Awakening, 1970, Jazz, https://www.youtube.com/watch?v=aPLNWFpPQlQ
Ahmad Jamal, Swahililand, 1974, Jazz, https://www.youtube.com/watch?v=l3S1naGY9EQ
Cannonball Adderley, "Mercy, Mercy, Mercy", 1966, Jazz, https://www.youtube.com/watch?v=s4rXEKtC8iY
Cannonball Adderley, Country Preacher, 1969, Jazz, https://www.youtube.com/watch?v=LQf0QrnSOgA
John Coltrane, A Love Supreme Pt. 1, 1965, Jazz, https://www.youtube.com/watch?v=vMCHDC2Lurk
John Coltrane, My Favorite Things, 1961, Jazz, https://www.youtube.com/watch?v=MXNrfFli_eU
John Coltrane, Impressions, 1963, Jazz, https://www.youtube.com/watch?v=03juO5oS2gg
Joe Henderson, Recorda Me, 1963, Jazz, https://www.youtube.com/watch?v=3c9zSAVWKEs
Pharoah Sanders, You've Got to Have Freedom, 1980, Jazz, https://www.youtube.com/watch?v=bYKHCvmu1z4
Pharoah Sanders, Astral Traveling, 1971, Jazz, https://www.youtube.com/watch?v=CsiQ8YNhEnQ
Horace Silver, Song for My Father, 1964, Jazz, https://www.youtube.com/watch?v=CWeXOm49kE0
Horace Silver, The Jody Grind, 1966, Jazz, https://www.youtube.com/watch?v=cIrE6sZduWo
Art Blakey & The Jazz Messengers, Moanin', 1958, Jazz, https://www.youtube.com/watch?v=Cv9NSR-2DwM
Art Blakey & The Jazz Messengers, Blues March, 1958, Jazz, https://www.youtube.com/watch?v=sOES7AZ-d60
Wes Montgomery, California Dreaming, 1966, Jazz, https://www.youtube.com/watch?v=rtq_jGOwz0U
Wes Montgomery, Road Song, 1968, Jazz, https://www.youtube.com/watch?v=XCdjiBigktU
Wes Montgomery, A Day in the Life, 1967, Jazz, https://www.youtube.com/watch?v=sjHiSePn1ts
Kenny Burrell, Midnight Blue, 1963, Jazz, https://www.youtube.com/watch?v=2DXmBgo_OKM
Stanley Turrentine, Sugar, 1970, Jazz, https://www.youtube.com/watch?v=o1XLr_PZkuY
Grover Washington Jr., Mister Magic, 1975, Jazz, https://www.youtube.com/watch?v=2Jvdy6khEmA
Grover Washington Jr., Just the Two of Us, 1980, Jazz, https://www.youtube.com/watch?v=PJ0u5c9EF1E
Ramsey Lewis, The In Crowd, 1965, Jazz, https://www.youtube.com/watch?v=jsFST-7Hx-Y
Ramsey Lewis, Wade in the Water, 1966, Jazz, https://www.youtube.com/watch?v=skCYAnFcQu8
Ramsey Lewis, Sun Goddess, 1974, Jazz, https://www.youtube.com/watch?v=dS463tbX-HE
Eddie Harris, Listen Here, 1968, Jazz, https://www.youtube.com/watch?v=CsHtO_i4qzM
Les McCann, Compared to What, 1969, Jazz, https://www.youtube.com/watch?v=pejJxEs_v-s
Charles Earland, Black Talk, 1970, Jazz, https://www.youtube.com/watch?v=fc6jxj-V0Rw
Jimmy McGriff, The Worm, 1968, Jazz, https://www.youtube.com/watch?v=GQ1RjluJHKg
Jimmy Smith, The Cat, 1964, Jazz, https://www.youtube.com/watch?v=PaKLB71QE4k
Lonnie Smith, Move Your Hand, 1969, Jazz, https://www.youtube.com/watch?v=_pIWamaxsQk
Lonnie Smith, Spinning Wheel, 1969, Jazz, https://www.youtube.com/watch?v=L9Eu37_wjDE
Bob James, Nautilus, 1974, Jazz, https://www.youtube.com/watch?v=NyKJ25WnZqo
Bob James, Take Me to the Mardi Gras, 1975, Jazz, https://www.youtube.com/watch?v=UgLM81X7dhQ
Bob James, Westchester Lady, 1976, Jazz, https://www.youtube.com/watch?v=r0wMGQrWKNw
Bob James, Angela (Theme from Taxi), 1978, Jazz, https://www.youtube.com/watch?v=7lDuFxKWdGw
The Crusaders, Street Life, 1979, Jazz, https://www.youtube.com/watch?v=youYairWMFM
The Crusaders, Put It Where You Want It, 1972, Jazz, https://www.youtube.com/watch?v=zPlSV5WmBfA
Billy Cobham, Stratus, 1973, Jazz, https://www.youtube.com/watch?v=b1rX9E8NuRw
Billy Cobham, Quadrant 4, 1973, Jazz, https://www.youtube.com/watch?v=unxshBHfVsY
Weather Report, Birdland, 1977, Jazz, https://www.youtube.com/watch?v=pqashW66D7o
Weather Report, Teen Town, 1977, Jazz, https://www.youtube.com/watch?v=a3113eNj4IA
The Blackbyrds, Walking in Rhythm, 1975, Jazz, https://www.youtube.com/watch?v=Vxg-a8a2UuY
The Blackbyrds, "Do It, Fluid", 1974, Jazz, https://www.youtube.com/watch?v=gK8XM7-bLUU
The Blackbyrds, Rock Creek Park, 1975, Jazz, https://www.youtube.com/watch?v=ILrvgPkFuXI
Tom Browne, Funkin' for Jamaica, 1980, Jazz, https://www.youtube.com/watch?v=CfUuamLRsbE
Ronnie Laws, Always There, 1976, Jazz, https://www.youtube.com/watch?v=ANhb-svKimY
Ronnie Laws, Tidal Wave, 1975, Jazz, https://www.youtube.com/watch?v=Yq3SbXGz8i4
George Duke, Reach for It, 1977, Funk, https://www.youtube.com/watch?v=mmXrdNJxStY
George Duke, Dukey Stick, 1978, Funk, https://www.youtube.com/watch?v=FNJOgMEjAaE
Stanley Clarke, School Days, 1976, Jazz, https://www.youtube.com/watch?v=oFKlezPu3xg
João Gilberto, Garota de Ipanema, 1964, Bossa Nova, https://www.youtube.com/watch?v=GtoSScViTbg
João Gilberto, Desafinado, 1961, Bossa Nova, https://www.youtube.com/watch?v=g6w3a2v_50U
João Gilberto, Corcovado, 1962, Bossa Nova, https://www.youtube.com/watch?v=FCcGSSe64Ng
João Gilberto, Samba de Uma Nota Só, 1961, Bossa Nova, https://www.youtube.com/watch?v=AcgoxJ9mUp8
Stan Getz & João Gilberto, The Girl from Ipanema, 1964, Bossa Nova, https://www.youtube.com/watch?v=sx0TLkdWFEU
Antonio Carlos Jobim, Wave, 1967, Bossa Nova, https://www.youtube.com/watch?v=eqs_vgwVavI
Antonio Carlos Jobim, One Note Samba, 1960, Bossa Nova, https://www.youtube.com/watch?v=0rzNLXxo01Q
